height_data,LW,LN,P,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10
81.22358203,0,1,1,A,B,A,B,B,A,B,A,A,A,B,A,A,A,A,A,A,A,B,B
73.33793052,0,1,1,A,B,A,B,B,A,A,B,B,B,B,B,B,B,A,B,A,A,A,B
77.23819789,0,1,1,A,B,A,B,B,A,A,B,B,A,B,A,A,A,A,A,A,A,B,B
76.26584742,0,1,1,A,B,A,B,B,A,A,B,A,B,A,A,B,A,B,A,A,B,A,A
78.29619223,0,1,1,A,B,A,B,B,A,A,B,A,A,B,A,B,A,A,B,A,A,A,A
75.53712446,0,1,1,A,B,A,B,B,A,A,A,B,B,A,A,B,A,A,A,A,A,A,B
78.90773769,0,1,1,A,B,A,B,B,A,A,A,B,A,A,B,A,A,B,B,A,B,A,A
78.98532793,0,1,1,A,B,A,B,B,A,A,A,A,B,B,B,A,B,A,A,A,B,A,A
82.81676778,0,1,1,A,B,A,B,B,A,A,A,A,A,B,B,A,A,B,B,A,A,A,A
73.89024611,0,1,1,A,B,A,B,A,B,B,B,B,B,B,A,B,A,A,B,B,A,B,A
78.09838711,0,1,1,A,B,A,B,A,B,B,B,B,A,B,B,B,A,B,B,B,A,A,B
75.85272522,0,1,1,A,B,A,B,A,B,B,B,A,B,A,A,A,A,A,A,B,B,A,B
78.60029658,0,1,1,A,B,A,B,A,B,B,B,A,A,A,B,B,A,B,A,B,A,B,A
76.05465876,0,1,1,A,B,A,B,A,B,B,A,B,B,A,A,A,B,A,B,A,A,A,A
79.6105658,0,1,1,A,B,A,B,A,B,B,A,B,A,A,A,A,B,B,A,A,A,A,A
78.75693755,0,1,1,A,B,A,B,A,B,B,A,A,B,B,A,B,B,A,A,A,B,A,A
82.64083185,0,1,1,A,B,A,B,A,B,B,A,A,A,B,B,B,A,A,B,B,B,A,A
73.84533861,0,1,1,A,B,A,B,A,B,A,B,B,B,B,B,B,B,B,B,A,B,B,B
77.30231481,0,1,1,A,B,A,B,A,B,A,B,B,A,B,A,B,B,A,B,B,B,B,A
76.07159746,0,1,1,A,B,A,B,A,B,A,B,A,B,B,B,B,A,B,A,A,B,B,B
80.08778193,0,1,1,A,B,A,B,A,B,A,B,A,A,B,B,B,A,A,B,B,A,B,B
76.95006546,0,1,1,A,B,A,B,A,B,A,A,B,B,B,B,B,B,B,B,A,A,B,A
82.02998563,0,1,1,A,B,A,B,A,B,A,A,B,A,A,A,A,A,B,A,B,B,A,A
79.45923875,0,1,1,A,B,A,B,A,B,A,A,A,B,A,B,B,B,B,B,B,A,A,B
82.90413305,0,1,1,A,B,A,B,A,B,A,A,A,A,A,A,A,A,B,B,A,A,A,B
74.67364996,0,1,1,A,B,A,B,A,A,B,B,B,B,B,B,A,A,A,B,A,B,A,B
79.65217545,0,1,1,A,B,A,B,A,A,B,B,B,A,B,A,B,B,B,A,A,A,A,A
78.90372594,0,1,1,A,B,A,B,A,A,B,B,A,B,B,A,A,B,B,A,A,B,B,A
79.4661983,0,1,1,A,B,A,B,A,A,B,B,A,A,A,A,B,B,B,A,B,B,B,B
78.61007435,0,1,1,A,B,A,B,A,A,B,A,B,B,B,A,B,B,A,B,A,B,B,B
81.26222148,0,1,1,A,B,A,B,A,A,B,A,B,A,A,B,B,A,A,B,A,B,A,B
80.80954289,0,1,1,A,B,A,B,A,A,B,A,A,B,A,B,B,A,A,A,B,B,A,A
82.94720835,0,1,1,A,B,A,B,A,A,B,A,A,A,A,A,B,B,B,A,B,A,A,B
76.19219749,0,1,1,A,B,A,B,A,A,A,B,B,B,B,A,B,A,B,A,B,A,A,A
80.50824507,0,1,1,A,B,A,B,A,A,A,B,B,A,B,B,A,B,B,A,A,B,A,A
78.54724966,0,1,1,A,B,A,B,A,A,A,B,A,B,B,B,A,A,A,B,B,B,B,A
81.44406364,0,1,1,A,B,A,B,A,A,A,B,A,A,B,B,A,A,A,B,A,B,A,A
78.69707783,0,1,1,A,B,A,B,A,A,A,A,B,B,A,A,A,B,B,A,A,B,A,B
81.54426569,0,1,1,A,B,A,B,A,A,A,A,B,A,A,A,B,B,B,B,B,A,B,B
80.23145615,0,1,1,A,B,A,B,A,A,A,A,A,B,A,B,B,A,B,B,B,B,B,A
84.580564,0,1,1,A,B,A,B,A,A,A,A,A,A,B,A,B,B,B,B,A,B,B,A
130.410605,0,1,1,A,B,A,A,B,B,B,B,B,B,A,B,B,B,A,A,A,B,B,B
133.9294403,0,1,1,A,B,A,A,B,B,B,B,B,A,B,B,B,B,B,A,A,B,B,B
133.3550982,0,1,1,A,B,A,A,B,B,B,B,A,B,B,B,B,B,B,A,A,B,B,B
137.255991,0,1,1,A,B,A,A,B,B,B,B,A,A,B,B,A,A,B,B,A,B,A,B
134.1317703,0,1,1,A,B,A,A,B,B,B,A,B,B,B,B,A,A,A,B,A,A,B,B
138.5812425,0,1,1,A,B,A,A,B,B,B,A,B,A,A,B,A,A,B,B,B,B,A,A
137.0005921,0,1,1,A,B,A,A,B,B,B,A,A,B,A,B,A,A,B,A,B,B,A,A
140.3704312,0,1,1,A,B,A,A,B,B,B,A,A,A,A,A,A,B,A,B,A,A,A,B
131.9931153,0,1,1,A,B,A,A,B,B,A,B,B,B,A,A,B,A,B,A,A,B,B,A
133.8451172,0,1,1,A,B,A,A,B,B,A,B,B,A,B,A,B,A,A,A,A,A,B,A
132.5777972,0,1,1,A,B,A,A,B,B,A,B,A,B,A,A,A,A,A,A,A,A,A,A
136.5983358,0,1,1,A,B,A,A,B,B,A,B,A,A,A,A,A,B,A,A,A,B,B,A
133.7221859,0,1,1,A,B,A,A,B,B,A,A,B,B,A,A,B,A,A,B,B,B,A,A
138.9019075,0,1,1,A,B,A,A,B,B,A,A,B,A,A,B,B,A,A,B,A,A,B,B
137.7301849,0,1,1,A,B,A,A,B,B,A,A,A,B,A,A,B,A,B,A,B,A,B,A
140.9300306,0,1,1,A,B,A,A,B,B,A,A,A,A,A,B,B,A,A,A,B,A,B,A
135.0435852,0,1,1,A,B,A,A,B,A,B,B,B,B,B,B,A,B,B,A,A,A,A,A
135.6623508,0,1,1,A,B,A,A,B,A,B,B,B,A,A,A,B,A,A,A,A,B,A,A
134.8208008,0,1,1,A,B,A,A,B,A,B,B,A,B,B,B,A,B,A,B,A,A,B,B
137.8065417,0,1,1,A,B,A,A,B,A,B,B,A,A,B,A,A,B,B,B,A,B,B,A
136.0355937,0,1,1,A,B,A,A,B,A,B,A,B,B,B,A,B,B,B,B,B,B,B,B
140.0507145,0,1,1,A,B,A,A,B,A,B,A,B,A,B,A,B,A,A,A,B,B,B,B
137.5707401,0,1,1,A,B,A,A,B,A,B,A,A,B,B,A,A,B,B,B,A,B,B,B
142.2026657,0,1,1,A,B,A,A,B,A,B,A,A,A,A,B,B,A,B,B,A,A,A,B
133.8841591,0,1,1,A,B,A,A,B,A,A,B,B,B,A,B,A,B,A,B,B,B,A,B
136.7866364,0,1,1,A,B,A,A,B,A,A,B,B,A,A,A,A,B,A,A,A,B,B,B
135.6261128,0,1,1,A,B,A,A,B,A,A,B,A,B,B,A,A,B,B,B,B,B,B,B
138.8445663,0,1,1,A,B,A,A,B,A,A,B,A,A,B,A,B,A,A,A,A,B,A,B
136.9869,0,1,1,A,B,A,A,B,A,A,A,B,B,B,B,A,A,B,B,B,B,A,B
139.2786631,0,1,1,A,B,A,A,B,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A
137.7942118,0,1,1,A,B,A,A,B,A,A,A,A,B,A,B,A,B,A,A,B,A,B,A
141.1348872,0,1,1,A,B,A,A,B,A,A,A,A,A,B,B,B,A,B,A,B,B,A,B
134.5699871,0,1,1,A,B,A,A,A,B,B,B,B,B,A,A,A,A,B,B,B,B,A,A
138.3021854,0,1,1,A,B,A,A,A,B,B,B,B,A,A,A,B,A,B,A,B,A,B,B
136.5111073,0,1,1,A,B,A,A,A,B,B,B,A,B,A,A,B,A,A,B,B,B,B,B
138.8429728,0,1,1,A,B,A,A,A,B,B,B,A,A,B,A,B,B,A,A,A,B,A,B
137.5792729,0,1,1,A,B,A,A,A,B,B,A,B,B,A,A,B,B,B,B,B,A,B,B
139.3060235,0,1,1,A,B,A,A,A,B,B,A,B,A,A,B,A,B,B,B,B,B,B,B
140.0620607,0,1,1,A,B,A,A,A,B,B,A,A,B,A,A,A,A,B,A,B,A,A,A
141.8202665,0,1,1,A,B,A,A,A,B,B,A,A,A,A,B,B,A,B,A,A,B,B,B
134.9313667,0,1,1,A,B,A,A,A,B,A,B,B,B,B,B,A,A,B,B,B,B,A,B
138.183498,0,1,1,A,B,A,A,A,B,A,B,B,A,B,B,B,B,B,B,A,A,A,B
136.4649379,0,1,1,A,B,A,A,A,B,A,B,A,B,A,A,B,B,B,A,A,A,B,A
139.9066342,0,1,1,A,B,A,A,A,B,A,B,A,A,B,B,A,B,A,A,B,A,A,B
137.0695052,0,1,1,A,B,A,A,A,B,A,A,B,B,A,A,A,A,A,A,B,A,A,B
140.9337867,0,1,1,A,B,A,A,A,B,A,A,B,A,A,B,A,A,B,A,A,B,A,A
140.020761,0,1,1,A,B,A,A,A,B,A,A,A,B,B,A,B,B,B,A,B,A,A,A
142.4641327,0,1,1,A,B,A,A,A,B,A,A,A,A,A,A,B,A,B,B,B,B,B,A
134.6549652,0,1,1,A,B,A,A,A,A,B,B,B,B,A,A,B,B,A,B,B,A,A,A
139.487835,0,1,1,A,B,A,A,A,A,B,B,B,A,A,B,A,B,B,A,B,B,A,B
138.5064626,0,1,1,A,B,A,A,A,A,B,B,A,B,B,B,A,A,A,A,B,A,A,B
139.2761693,0,1,1,A,B,A,A,A,A,B,B,A,A,A,A,A,A,B,B,B,A,B,B
138.5136802,0,1,1,A,B,A,A,A,A,B,A,B,B,B,B,A,A,B,A,B,B,B,A
141.4951449,0,1,1,A,B,A,A,A,A,B,A,B,A,B,B,B,B,A,A,B,B,A,A
139.9978873,0,1,1,A,B,A,A,A,A,B,A,A,B,A,B,A,B,B,B,B,B,A,B
143.161503,0,1,1,A,B,A,A,A,A,B,A,A,A,A,A,B,B,B,B,B,A,B,A
135.7724056,0,1,1,A,B,A,A,A,A,A,B,B,B,A,B,A,A,A,A,B,B,B,B
138.5883444,0,1,1,A,B,A,A,A,A,A,B,B,A,B,B,B,B,A,A,A,A,B,B
138.3871521,0,1,1,A,B,A,A,A,A,A,B,A,B,B,A,A,A,B,A,B,B,A,A
142.1882113,0,1,1,A,B,A,A,A,A,A,B,A,A,B,A,B,B,A,B,A,A,B,A
139.0476377,0,1,1,A,B,A,A,A,A,A,A,B,B,A,B,B,A,B,A,B,B,A,B
142.7353849,0,1,1,A,B,A,A,A,A,A,A,B,A,B,A,B,A,B,B,B,B,B,B
140.5569911,0,1,1,A,B,A,A,A,A,A,A,A,B,A,A,B,B,A,B,B,B,A,B
143.5026637,0,1,1,A,B,A,A,A,A,A,A,A,A,B,A,B,B,B,A,A,B,B,A
69.03618043,0,1,1,A,A,B,B,B,B,B,B,B,B,A,B,B,A,B,A,B,B,B,A
72.8432899,0,1,1,A,A,B,B,B,B,B,B,B,A,B,B,A,B,A,A,B,A,B,B
71.86909083,0,1,1,A,A,B,B,B,B,B,B,A,B,A,B,A,B,B,B,B,B,B,B
75.65333348,0,1,1,A,A,B,B,B,B,B,B,A,A,B,A,A,A,A,B,A,A,B,A
71.5985907,0,1,1,A,A,B,B,B,B,B,A,B,B,B,A,A,B,B,A,B,A,A,B
76.01494112,0,1,1,A,A,B,B,B,B,B,A,B,A,B,A,B,A,B,B,B,B,B,A
75.70296813,0,1,1,A,A,B,B,B,B,B,A,A,B,B,B,B,B,B,A,B,A,B,A
78.56305834,0,1,1,A,A,B,B,B,B,B,A,A,A,A,A,B,A,B,B,A,B,B,B
69.85177494,0,1,1,A,A,B,B,B,B,A,B,B,B,A,B,A,A,A,B,A,B,A,A
72.63073697,0,1,1,A,A,B,B,B,B,A,B,B,A,B,B,A,B,A,A,B,A,A,B
73.35887208,0,1,1,A,A,B,B,B,B,A,B,A,B,B,B,A,A,A,B,B,B,A,A
75.49483888,0,1,1,A,A,B,B,B,B,A,B,A,A,B,A,B,B,B,A,A,B,A,B
72.29467425,0,1,1,A,A,B,B,B,B,A,A,B,B,B,A,B,A,B,A,B,A,A,A
77.40700733,0,1,1,A,A,B,B,B,B,A,A,B,A,B,A,B,A,A,A,B,B,B,B
74.41880116,0,1,1,A,A,B,B,B,B,A,A,A,B,B,A,B,B,A,A,A,A,A,A
77.8885658,0,1,1,A,A,B,B,B,B,A,A,A,A,A,B,B,B,B,A,B,A,B,B
70.70093167,0,1,1,A,A,B,B,B,A,B,B,B,B,B,A,B,B,A,B,A,A,A,A
74.48474307,0,1,1,A,A,B,B,B,A,B,B,B,A,B,A,B,A,A,A,A,B,A,B
71.83789418,0,1,1,A,A,B,B,B,A,B,B,A,B,B,A,B,A,A,A,A,A,A,B
77.07744373,0,1,1,A,A,B,B,B,A,B,B,A,A,A,B,A,A,B,A,A,A,B,B
74.98983041,0,1,1,A,A,B,B,B,A,B,A,B,B,A,A,B,A,A,A,A,A,B,A
78.52504606,0,1,1,A,A,B,B,B,A,B,A,B,A,B,A,B,B,B,A,B,A,B,B
76.53848109,0,1,1,A,A,B,B,B,A,B,A,A,B,A,A,A,B,B,A,B,A,B,A
78.5568802,0,1,1,A,A,B,B,B,A,B,A,A,A,A,B,A,B,A,A,B,B,A,A
71.78282621,0,1,1,A,A,B,B,B,A,A,B,B,B,B,A,A,A,B,A,A,A,A,A
74.87219767,0,1,1,A,A,B,B,B,A,A,B,B,A,B,B,B,B,A,A,B,B,B,A
75.82166277,0,1,1,A,A,B,B,B,A,A,B,A,B,B,B,B,A,B,A,B,B,B,A
77.6379636,0,1,1,A,A,B,B,B,A,A,B,A,A,A,A,A,A,B,A,A,B,A,B
75.27640428,0,1,1,A,A,B,B,B,A,A,A,B,B,A,B,A,B,B,A,B,A,B,B
79.00986334,0,1,1,A,A,B,B,B,A,A,A,B,A,B,B,A,A,B,A,B,B,B,B
76.28839728,0,1,1,A,A,B,B,B,A,A,A,A,B,B,A,B,A,B,B,A,B,B,A
80.0097579,0,1,1,A,A,B,B,B,A,A,A,A,A,A,A,B,A,A,A,A,B,A,A
71.9734242,0,1,1,A,A,B,B,A,B,B,B,B,B,A,A,B,A,B,A,B,B,A,B
76.18957724,0,1,1,A,A,B,B,A,B,B,B,B,A,A,A,A,B,B,B,A,B,A,B
73.23166383,0,1,1,A,A,B,B,A,B,B,B,A,B,B,A,B,A,A,B,B,B,A,B
78.04003753,0,1,1,A,A,B,B,A,B,B,B,A,A,A,A,B,B,A,A,A,B,B,B
75.39685298,0,1,1,A,A,B,B,A,B,B,A,B,B,B,B,B,A,B,A,B,B,B,A
79.17614298,0,1,1,A,A,B,B,A,B,B,A,B,A,B,A,A,A,B,A,B,A,A,B
77.43611205,0,1,1,A,A,B,B,A,B,B,A,A,B,B,B,B,A,A,A,B,A,B,B
80.22263483,0,1,1,A,A,B,B,A,B,B,A,A,A,A,B,B,B,A,A,B,A,B,A
72.26479515,0,1,1,A,A,B,B,A,B,A,B,B,B,B,A,A,A,B,A,A,A,A,A
74.85928509,0,1,1,A,A,B,B,A,B,A,B,B,A,B,A,B,A,A,B,B,A,A,A
74.45086789,0,1,1,A,A,B,B,A,B,A,B,A,B,B,B,A,A,B,B,B,A,A,B
78.94389901,0,1,1,A,A,B,B,A,B,A,B,A,A,A,A,B,A,A,B,B,A,A,A
76.39930633,0,1,1,A,A,B,B,A,B,A,A,B,B,B,A,B,B,A,B,A,B,A,B
79.8907384,0,1,1,A,A,B,B,A,B,A,A,B,A,B,A,B,A,B,B,A,A,B,B
78.39798708,0,1,1,A,A,B,B,A,B,A,A,A,B,B,A,A,B,A,B,A,B,B,B
80.59640264,0,1,1,A,A,B,B,A,B,A,A,A,A,A,A,B,A,B,A,B,A,A,B
73.6905163,0,1,1,A,A,B,B,A,A,B,B,B,B,B,A,A,B,A,B,B,B,B,A
76.41606153,0,1,1,A,A,B,B,A,A,B,B,B,A,B,A,A,A,B,B,B,B,A,B
77.19669345,0,1,1,A,A,B,B,A,A,B,B,A,B,B,B,A,B,A,B,A,B,B,B
78.92060904,0,1,1,A,A,B,B,A,A,B,B,A,A,A,A,B,B,A,B,B,A,B,A
76.4291375,0,1,1,A,A,B,B,A,A,B,A,B,B,B,A,B,A,A,B,A,A,A,B
79.14899887,0,1,1,A,A,B,B,A,A,B,A,B,A,B,A,A,A,A,A,B,B,B,B
77.69756707,0,1,1,A,A,B,B,A,A,B,A,A,B,A,A,B,A,B,B,A,A,A,A
82.1121642,0,1,1,A,A,B,B,A,A,B,A,A,A,A,A,B,A,B,B,A,B,A,B
75.08831993,0,1,1,A,A,B,B,A,A,A,B,B,B,B,A,A,A,B,A,B,A,B,A
77.42416149,0,1,1,A,A,B,B,A,A,A,B,B,A,B,A,A,A,A,B,B,B,B,A
77.29005355,0,1,1,A,A,B,B,A,A,A,B,A,B,B,B,B,B,B,A,A,A,B,B
80.00880125,0,1,1,A,A,B,B,A,A,A,B,A,A,B,B,B,A,A,B,A,B,A,B
77.01165013,0,1,1,A,A,B,B,A,A,A,A,B,B,B,A,A,B,B,A,A,A,B,B
81.48774701,0,1,1,A,A,B,B,A,A,A,A,B,A,A,B,B,B,B,B,A,A,A,A
79.74130972,0,1,1,A,A,B,B,A,A,A,A,A,B,A,B,B,A,B,A,B,A,A,B
82.46345515,0,1,1,A,A,B,B,A,A,A,A,A,A,B,B,A,B,B,B,B,A,A,B
129.5417169,0,1,1,A,A,B,A,B,B,B,B,B,B,A,B,A,B,B,A,B,A,A,A
132.6045378,0,1,1,A,A,B,A,B,B,B,B,B,A,B,B,A,A,A,B,B,B,A,B
132.5138825,0,1,1,A,A,B,A,B,B,B,B,A,B,A,A,A,B,B,B,B,A,B,A
136.0255323,0,1,1,A,A,B,A,B,B,B,B,A,A,B,A,A,B,B,B,A,B,B,B
132.769115,0,1,1,A,A,B,A,B,B,B,A,B,B,A,A,A,A,B,A,B,A,B,A
135.7101091,0,1,1,A,A,B,A,B,B,B,A,B,A,B,B,A,B,A,B,B,B,B,A
135.133641,0,1,1,A,A,B,A,B,B,B,A,A,B,B,B,A,A,B,B,B,A,A,B
138.833647,0,1,1,A,A,B,A,B,B,B,A,A,A,B,A,B,A,B,B,B,A,B,B
130.5113043,0,1,1,A,A,B,A,B,B,A,B,B,B,B,A,A,A,B,A,B,B,B,B
133.774646,0,1,1,A,A,B,A,B,B,A,B,B,A,B,A,A,A,B,A,A,B,B,A
132.625899,0,1,1,A,A,B,A,B,B,A,B,A,B,A,A,B,B,B,B,B,B,A,B
136.6426331,0,1,1,A,A,B,A,B,B,A,B,A,A,B,A,B,B,A,A,A,A,B,A
134.3847485,0,1,1,A,A,B,A,B,B,A,A,B,B,B,A,B,A,A,A,B,A,A,B
137.6358274,0,1,1,A,A,B,A,B,B,A,A,B,A,B,B,A,A,B,A,B,A,B,A
135.3343628,0,1,1,A,A,B,A,B,B,A,A,A,B,B,B,B,A,B,A,A,B,A,B
140.3962594,0,1,1,A,A,B,A,B,B,A,A,A,A,A,B,A,A,A,A,A,B,B,B
131.3776479,0,1,1,A,A,B,A,B,A,B,B,B,B,A,A,A,A,B,B,B,A,A,A
134.9763242,0,1,1,A,A,B,A,B,A,B,B,B,A,A,B,B,A,A,A,B,B,A,A
133.259054,0,1,1,A,A,B,A,B,A,B,B,A,B,B,A,B,A,B,B,A,A,B,A
136.0564237,0,1,1,A,A,B,A,B,A,B,B,A,A,B,A,A,B,B,B,B,B,A,A
133.189853,0,1,1,A,A,B,A,B,A,B,A,B,B,A,A,A,B,B,B,B,B,B,B
138.2196154,0,1,1,A,A,B,A,B,A,B,A,B,A,B,B,A,A,A,A,A,B,A,A
136.2054552,0,1,1,A,A,B,A,B,A,B,A,A,B,A,B,B,B,A,B,A,B,A,B
139.9079293,0,1,1,A,A,B,A,B,A,B,A,A,A,A,B,B,A,A,A,A,A,A,A
131.1819382,0,1,1,A,A,B,A,B,A,A,B,B,B,B,B,A,A,A,A,A,A,B,A
136.1855351,0,1,1,A,A,B,A,B,A,A,B,B,A,A,A,A,A,A,B,A,B,B,A
133.8018945,0,1,1,A,A,B,A,B,A,A,B,A,B,A,A,B,A,B,A,B,A,A,A
138.3135,0,1,1,A,A,B,A,B,A,A,B,A,A,B,B,A,B,A,A,A,B,B,A
134.3115657,0,1,1,A,A,B,A,B,A,A,A,B,B,A,B,B,B,A,B,B,B,B,A
137.7859994,0,1,1,A,A,B,A,B,A,A,A,B,A,B,B,B,B,A,A,B,A,A,A
136.1371197,0,1,1,A,A,B,A,B,A,A,A,A,B,A,A,B,A,A,A,B,B,B,B
139.5722558,0,1,1,A,A,B,A,B,A,A,A,A,A,A,B,A,A,B,A,B,A,A,B
131.2870486,0,1,1,A,A,B,A,A,B,B,B,B,B,B,A,B,B,B,A,A,A,B,A
135.3098032,0,1,1,A,A,B,A,A,B,B,B,B,A,B,B,A,B,B,A,B,B,B,A
134.5371134,0,1,1,A,A,B,A,A,B,B,B,A,B,B,A,B,A,B,A,A,A,A,A
136.938059,0,1,1,A,A,B,A,A,B,B,B,A,A,B,A,A,B,A,A,B,B,B,B
135.0715553,0,1,1,A,A,B,A,A,B,B,A,B,B,A,B,B,B,B,A,A,B,B,A
139.0257249,0,1,1,A,A,B,A,A,B,B,A,B,A,A,A,B,B,B,A,A,A,A,A
137.9959375,0,1,1,A,A,B,A,A,B,B,A,A,B,A,B,A,A,A,B,B,A,B,B
140.0010107,0,1,1,A,A,B,A,A,B,B,A,A,A,B,A,B,B,B,B,B,B,B,B
132.9445638,0,1,1,A,A,B,A,A,B,A,B,B,B,A,A,B,A,B,A,B,A,B,B
135.5279706,0,1,1,A,A,B,A,A,B,A,B,B,A,B,A,B,A,B,A,A,A,A,A
135.4703476,0,1,1,A,A,B,A,A,B,A,B,A,B,B,B,B,A,B,A,B,A,B,A
138.4014964,0,1,1,A,A,B,A,A,B,A,B,A,A,A,A,B,B,A,A,B,A,B,A
137.1929678,0,1,1,A,A,B,A,A,B,A,A,B,B,B,B,B,B,A,B,B,A,A,A
139.6430113,0,1,1,A,A,B,A,A,B,A,A,B,A,B,B,A,A,A,B,B,B,A,A
138.7388914,0,1,1,A,A,B,A,A,B,A,A,A,B,B,A,B,B,B,A,B,B,B,A
140.2845115,0,1,1,A,A,B,A,A,B,A,A,A,A,A,A,A,B,A,A,A,A,B,A
134.0316809,0,1,1,A,A,B,A,A,A,B,B,B,B,B,B,A,A,A,A,A,A,A,A
135.914702,0,1,1,A,A,B,A,A,A,B,B,B,A,A,B,B,A,A,B,A,B,A,B
137.1746435,0,1,1,A,A,B,A,A,A,B,B,A,B,B,A,B,B,B,B,B,B,B,A
138.6911257,0,1,1,A,A,B,A,A,A,B,B,A,A,B,A,A,A,A,B,B,A,B,A
136.1797242,0,1,1,A,A,B,A,A,A,B,A,B,B,B,B,B,B,A,A,A,A,B,B
139.8579467,0,1,1,A,A,B,A,A,A,B,A,B,A,A,B,B,A,B,A,B,A,B,A
137.7492454,0,1,1,A,A,B,A,A,A,B,A,A,B,B,A,A,A,B,A,A,B,A,B
142.4700168,0,1,1,A,A,B,A,A,A,B,A,A,A,A,B,A,A,B,A,B,A,B,A
134.969936,0,1,1,A,A,B,A,A,A,A,B,B,B,A,B,B,B,A,A,A,A,A,B
136.5030038,0,1,1,A,A,B,A,A,A,A,B,B,A,B,B,B,A,A,A,B,A,B,B
136.4764706,0,1,1,A,A,B,A,A,A,A,B,A,B,A,A,B,A,A,B,A,A,B,A
138.9912855,0,1,1,A,A,B,A,A,A,A,B,A,A,A,B,A,B,B,A,B,B,B,B
138.0682251,0,1,1,A,A,B,A,A,A,A,A,B,B,B,B,B,A,A,B,A,A,B,A
141.0990128,0,1,1,A,A,B,A,A,A,A,A,B,A,B,A,A,A,A,B,B,A,A,B
138.9711468,0,1,1,A,A,B,A,A,A,A,A,A,B,B,B,A,B,A,A,B,A,B,B
143.11524,0,1,1,A,A,B,A,A,A,A,A,A,A,A,A,B,B,B,A,B,B,B,B
73.89798982,0,1,1,A,A,A,B,B,B,B,B,B,B,A,A,A,A,A,B,A,A,B,A
77.83192301,0,1,1,A,A,A,B,B,B,B,B,B,A,A,A,B,A,B,B,A,A,B,A
75.60591158,0,1,1,A,A,A,B,B,B,B,B,A,B,A,A,A,B,A,A,B,A,A,A
78.94586003,0,1,1,A,A,A,B,B,B,B,B,A,A,A,B,A,B,A,B,B,B,B,A
76.8331635,0,1,1,A,A,A,B,B,B,B,A,B,B,B,A,B,B,A,A,A,B,A,B
79.09254514,0,1,1,A,A,A,B,B,B,B,A,B,A,B,B,A,B,B,A,A,A,B,B
78.37228705,0,1,1,A,A,A,B,B,B,B,A,A,B,B,B,B,B,B,B,A,A,A,A
81.32459028,0,1,1,A,A,A,B,B,B,B,A,A,A,A,B,B,A,A,A,A,A,B,A
75.10881546,0,1,1,A,A,A,B,B,B,A,B,B,B,A,B,A,B,A,B,B,B,B,A
77.52390956,0,1,1,A,A,A,B,B,B,A,B,B,A,B,A,A,A,A,B,B,A,B,A
78.13164085,0,1,1,A,A,A,B,B,B,A,B,A,B,B,A,B,B,B,B,A,B,A,B
79.66988593,0,1,1,A,A,A,B,B,B,A,B,A,A,B,B,A,A,B,B,A,B,B,A
76.63171834,0,1,1,A,A,A,B,B,B,A,A,B,B,A,A,B,A,B,B,B,B,A,A
80.67318206,0,1,1,A,A,A,B,B,B,A,A,B,A,A,A,B,B,B,A,A,B,B,A
78.85545517,0,1,1,A,A,A,B,B,B,A,A,A,B,B,A,A,B,A,B,B,A,A,B
82.21434012,0,1,1,A,A,A,B,B,B,A,A,A,A,A,B,B,A,A,A,A,A,A,B
74.94855184,0,1,1,A,A,A,B,B,A,B,B,B,B,A,A,B,B,A,B,A,B,A,B
77.82100703,0,1,1,A,A,A,B,B,A,B,B,B,A,A,B,A,B,B,A,A,B,B,A
76.59778262,0,1,1,A,A,A,B,B,A,B,B,A,B,A,A,A,B,A,A,B,A,A,A
80.75363309,0,1,1,A,A,A,B,B,A,B,B,A,A,A,B,B,A,A,B,A,A,A,B
77.38150805,0,1,1,A,A,A,B,B,A,B,A,B,B,B,B,A,A,A,B,A,A,B,A
81.97234337,0,1,1,A,A,A,B,B,A,B,A,B,A,A,A,A,A,A,B,A,B,A,B
79.38905572,0,1,1,A,A,A,B,B,A,B,A,A,B,B,B,B,B,B,A,A,A,A,B
82.37066386,0,1,1,A,A,A,B,B,A,B,A,A,A,B,B,B,B,A,A,A,A,A,A
76.04520457,0,1,1,A,A,A,B,B,A,A,B,B,B,A,A,B,A,A,A,A,B,B,A
79.00366106,0,1,1,A,A,A,B,B,A,A,B,B,A,A,B,B,B,A,B,B,A,B,B
77.78086149,0,1,1,A,A,A,B,B,A,A,B,A,B,A,A,A,A,A,B,B,B,B,B
81.29777195,0,1,1,A,A,A,B,B,A,A,B,A,A,A,A,B,B,B,A,A,A,A,A
77.94037443,0,1,1,A,A,A,B,B,A,A,A,B,B,A,A,A,B,B,A,B,A,B,B
81.98163245,0,1,1,A,A,A,B,B,A,A,A,B,A,A,B,B,B,B,B,B,A,A,A
80.89104708,0,1,1,A,A,A,B,B,A,A,A,A,B,A,A,B,A,B,B,B,B,A,A
83.58219731,0,1,1,A,A,A,B,B,A,A,A,A,A,B,B,B,B,B,B,B,A,B,A
76.57340316,0,1,1,A,A,A,B,A,B,B,B,B,B,A,B,A,B,B,A,A,A,A,B
79.16950115,0,1,1,A,A,A,B,A,B,B,B,B,A,B,B,A,B,B,B,B,B,A,A
76.81514497,0,1,1,A,A,A,B,A,B,B,B,A,B,A,B,B,B,B,A,B,B,B,B
