"","height_data","i","j","k","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"Height.3436",75.4097721746276,0,1,1,0,1,0,1,1,0,1,1,0,0
"Height.3437",79.145177821618,0,1,1,0,1,0,1,1,0,1,1,0,1
"Height.3438",78.3847031309778,0,1,1,0,1,0,1,1,0,1,1,1,0
"Height.3439",82.3532411321656,0,1,1,0,1,0,1,1,0,1,1,1,1
"Height.3440",75.493193626249,0,1,1,0,1,0,1,1,1,0,0,0,0
"Height.3441",78.063259117731,0,1,1,0,1,0,1,1,1,0,0,0,1
"Height.3442",76.2986435113034,0,1,1,0,1,0,1,1,1,0,0,1,0
"Height.3443",81.9262682269646,0,1,1,0,1,0,1,1,1,0,0,1,1
"Height.3444",76.6093039979361,0,1,1,0,1,0,1,1,1,0,1,0,0
"Height.3445",79.6517034635195,0,1,1,0,1,0,1,1,1,0,1,0,1
"Height.3446",79.9055955732728,0,1,1,0,1,0,1,1,1,0,1,1,0
"Height.3447",82.8324972433478,0,1,1,0,1,0,1,1,1,0,1,1,1
"Height.3448",76.5005041225107,0,1,1,0,1,0,1,1,1,1,0,0,0
"Height.3449",77.8367453600915,0,1,1,0,1,0,1,1,1,1,0,0,1
"Height.3450",78.5554011114752,0,1,1,0,1,0,1,1,1,1,0,1,0
"Height.3451",80.7749090483298,0,1,1,0,1,0,1,1,1,1,0,1,1
"Height.3452",78.2524947029891,0,1,1,0,1,0,1,1,1,1,1,0,0
"Height.3453",80.9023400704389,0,1,1,0,1,0,1,1,1,1,1,0,1
"Height.3454",81.0950311005836,0,1,1,0,1,0,1,1,1,1,1,1,0
"Height.3455",83.9884485889827,0,1,1,0,1,0,1,1,1,1,1,1,1
"Height.3456",70.9782232139721,0,1,1,0,1,1,0,0,0,0,0,0,0
"Height.3457",75.8219714584066,0,1,1,0,1,1,0,0,0,0,0,0,1
"Height.3458",72.4996635168291,0,1,1,0,1,1,0,0,0,0,0,1,0
"Height.3459",77.2585776225874,0,1,1,0,1,1,0,0,0,0,0,1,1
"Height.3460",73.5764568726897,0,1,1,0,1,1,0,0,0,0,1,0,0
"Height.3461",76.5395226907081,0,1,1,0,1,1,0,0,0,0,1,0,1
"Height.3462",76.617814626189,0,1,1,0,1,1,0,0,0,0,1,1,0
"Height.3463",77.8482867761024,0,1,1,0,1,1,0,0,0,0,1,1,1
"Height.3464",71.1820291620829,0,1,1,0,1,1,0,0,0,1,0,0,0
"Height.3465",73.5706731756623,0,1,1,0,1,1,0,0,0,1,0,0,1
"Height.3466",74.0838320772019,0,1,1,0,1,1,0,0,0,1,0,1,0
"Height.3467",77.4194946163437,0,1,1,0,1,1,0,0,0,1,0,1,1
"Height.3468",75.5794534244471,0,1,1,0,1,1,0,0,0,1,1,0,0
"Height.3469",78.4913512676796,0,1,1,0,1,1,0,0,0,1,1,0,1
"Height.3470",75.9425167147707,0,1,1,0,1,1,0,0,0,1,1,1,0
"Height.3471",79.4639968673935,0,1,1,0,1,1,0,0,0,1,1,1,1
"Height.3472",72.5999319055347,0,1,1,0,1,1,0,0,1,0,0,0,0
"Height.3473",76.2285713073349,0,1,1,0,1,1,0,0,1,0,0,0,1
"Height.3474",74.0737843504123,0,1,1,0,1,1,0,0,1,0,0,1,0
"Height.3475",77.8397941202585,0,1,1,0,1,1,0,0,1,0,0,1,1
"Height.3476",75.4319235417592,0,1,1,0,1,1,0,0,1,0,1,0,0
"Height.3477",77.7291363476389,0,1,1,0,1,1,0,0,1,0,1,0,1
"Height.3478",78.3331804071345,0,1,1,0,1,1,0,0,1,0,1,1,0
"Height.3479",80.9736765083875,0,1,1,0,1,1,0,0,1,0,1,1,1
"Height.3480",73.1814550630574,0,1,1,0,1,1,0,0,1,1,0,0,0
"Height.3481",76.5231638925137,0,1,1,0,1,1,0,0,1,1,0,0,1
"Height.3482",75.8386312257697,0,1,1,0,1,1,0,0,1,1,0,1,0
"Height.3483",78.3214212727493,0,1,1,0,1,1,0,0,1,1,0,1,1
"Height.3484",76.0183331004095,0,1,1,0,1,1,0,0,1,1,1,0,0
"Height.3485",78.90885308589,0,1,1,0,1,1,0,0,1,1,1,0,1
"Height.3486",77.9304176986194,0,1,1,0,1,1,0,0,1,1,1,1,0
"Height.3487",81.1223992650923,0,1,1,0,1,1,0,0,1,1,1,1,1
"Height.3488",74.043296383055,0,1,1,0,1,1,0,1,0,0,0,0,0
"Height.3489",76.8412755321412,0,1,1,0,1,1,0,1,0,0,0,0,1
"Height.3490",75.4414210128163,0,1,1,0,1,1,0,1,0,0,0,1,0
"Height.3491",78.3800247137489,0,1,1,0,1,1,0,1,0,0,0,1,1
"Height.3492",75.1425733193515,0,1,1,0,1,1,0,1,0,0,1,0,0
"Height.3493",78.9251888393425,0,1,1,0,1,1,0,1,0,0,1,0,1
"Height.3494",78.5246419578912,0,1,1,0,1,1,0,1,0,0,1,1,0
"Height.3495",81.2897376657336,0,1,1,0,1,1,0,1,0,0,1,1,1
"Height.3496",75.0306712602249,0,1,1,0,1,1,0,1,0,1,0,0,0
"Height.3497",77.9453165311493,0,1,1,0,1,1,0,1,0,1,0,0,1
"Height.3498",77.2689725152731,0,1,1,0,1,1,0,1,0,1,0,1,0
"Height.3499",79.9990627589532,0,1,1,0,1,1,0,1,0,1,0,1,1
"Height.3500",77.638454817365,0,1,1,0,1,1,0,1,0,1,1,0,0
"Height.3501",81.3436904425801,0,1,1,0,1,1,0,1,0,1,1,0,1
"Height.3502",80.5709468960251,0,1,1,0,1,1,0,1,0,1,1,1,0
"Height.3503",82.4398207425144,0,1,1,0,1,1,0,1,0,1,1,1,1
"Height.3504",75.7103636757819,0,1,1,0,1,1,0,1,1,0,0,0,0
"Height.3505",77.7622876617611,0,1,1,0,1,1,0,1,1,0,0,0,1
"Height.3506",75.8226217248809,0,1,1,0,1,1,0,1,1,0,0,1,0
"Height.3507",80.4087758531033,0,1,1,0,1,1,0,1,1,0,0,1,1
"Height.3508",77.6625739222322,0,1,1,0,1,1,0,1,1,0,1,0,0
"Height.3509",80.7029241010629,0,1,1,0,1,1,0,1,1,0,1,0,1
"Height.3510",80.2411337836934,0,1,1,0,1,1,0,1,1,0,1,1,0
"Height.3511",81.5681617574564,0,1,1,0,1,1,0,1,1,0,1,1,1
"Height.3512",75.7809398547893,0,1,1,0,1,1,0,1,1,1,0,0,0
"Height.3513",78.5452231137196,0,1,1,0,1,1,0,1,1,1,0,0,1
"Height.3514",78.2697990167257,0,1,1,0,1,1,0,1,1,1,0,1,0
"Height.3515",81.2557611963075,0,1,1,0,1,1,0,1,1,1,0,1,1
"Height.3516",77.9752179741784,0,1,1,0,1,1,0,1,1,1,1,0,0
"Height.3517",80.1844829507605,0,1,1,0,1,1,0,1,1,1,1,0,1
"Height.3518",81.2249615954698,0,1,1,0,1,1,0,1,1,1,1,1,0
"Height.3519",83.9274945785303,0,1,1,0,1,1,0,1,1,1,1,1,1
"Height.3520",74.8054313909229,0,1,1,0,1,1,1,0,0,0,0,0,0
"Height.3521",77.0110706081658,0,1,1,0,1,1,1,0,0,0,0,0,1
"Height.3522",77.0695066984964,0,1,1,0,1,1,1,0,0,0,0,1,0
"Height.3523",79.1191350670629,0,1,1,0,1,1,1,0,0,0,0,1,1
"Height.3524",77.2108895212674,0,1,1,0,1,1,1,0,0,0,1,0,0
"Height.3525",79.8293756098153,0,1,1,0,1,1,1,0,0,0,1,0,1
"Height.3526",79.5408662672873,0,1,1,0,1,1,1,0,0,0,1,1,0
"Height.3527",81.7026296268067,0,1,1,0,1,1,1,0,0,0,1,1,1
"Height.3528",75.861735006629,0,1,1,0,1,1,1,0,0,1,0,0,0
"Height.3529",78.2775554349499,0,1,1,0,1,1,1,0,0,1,0,0,1
"Height.3530",76.1369789544509,0,1,1,0,1,1,1,0,0,1,0,1,0
"Height.3531",80.3435352410995,0,1,1,0,1,1,1,0,0,1,0,1,1
"Height.3532",76.9651782243701,0,1,1,0,1,1,1,0,0,1,1,0,0
"Height.3533",81.3541250786849,0,1,1,0,1,1,1,0,0,1,1,0,1
"Height.3534",79.5141802782135,0,1,1,0,1,1,1,0,0,1,1,1,0
"Height.3535",82.6711809587608,0,1,1,0,1,1,1,0,0,1,1,1,1
"Height.3536",75.4401777237492,0,1,1,0,1,1,1,0,1,0,0,0,0
"Height.3537",78.1818281763677,0,1,1,0,1,1,1,0,1,0,0,0,1
"Height.3538",77.2793926921431,0,1,1,0,1,1,1,0,1,0,0,1,0
"Height.3539",82.31710821641,0,1,1,0,1,1,1,0,1,0,0,1,1
"Height.3540",79.6027460977641,0,1,1,0,1,1,1,0,1,0,1,0,0
"Height.3541",81.8389769411365,0,1,1,0,1,1,1,0,1,0,1,0,1
"Height.3542",79.8367387584932,0,1,1,0,1,1,1,0,1,0,1,1,0
"Height.3543",82.2547215215193,0,1,1,0,1,1,1,0,1,0,1,1,1
"Height.3544",76.429243515277,0,1,1,0,1,1,1,0,1,1,0,0,0
"Height.3545",80.0031215138455,0,1,1,0,1,1,1,0,1,1,0,0,1
"Height.3546",78.9245690048942,0,1,1,0,1,1,1,0,1,1,0,1,0
"Height.3547",81.1589114915129,0,1,1,0,1,1,1,0,1,1,0,1,1
"Height.3548",78.4543656334719,0,1,1,0,1,1,1,0,1,1,1,0,0
"Height.3549",82.2900388277133,0,1,1,0,1,1,1,0,1,1,1,0,1
"Height.3550",80.6955084527303,0,1,1,0,1,1,1,0,1,1,1,1,0
"Height.3551",86.1096449009425,0,1,1,0,1,1,1,0,1,1,1,1,1
"Height.3552",76.6515378684056,0,1,1,0,1,1,1,1,0,0,0,0,0
"Height.3553",80.4278320866765,0,1,1,0,1,1,1,1,0,0,0,0,1
"Height.3554",78.3815728257066,0,1,1,0,1,1,1,1,0,0,0,1,0
"Height.3555",82.0175726831836,0,1,1,0,1,1,1,1,0,0,0,1,1
"Height.3556",80.1118518588888,0,1,1,0,1,1,1,1,0,0,1,0,0
"Height.3557",83.4125099290003,0,1,1,0,1,1,1,1,0,0,1,0,1
"Height.3558",82.3493311099489,0,1,1,0,1,1,1,1,0,0,1,1,0
"Height.3559",84.917003145872,0,1,1,0,1,1,1,1,0,0,1,1,1
"Height.3560",77.3725254153711,0,1,1,0,1,1,1,1,0,1,0,0,0
"Height.3561",81.3751177506464,0,1,1,0,1,1,1,1,0,1,0,0,1
"Height.3562",80.6229747148759,0,1,1,0,1,1,1,1,0,1,0,1,0
"Height.3563",82.4759715892476,0,1,1,0,1,1,1,1,0,1,0,1,1
"Height.3564",80.8439881377968,0,1,1,0,1,1,1,1,0,1,1,0,0
"Height.3565",83.8387307529695,0,1,1,0,1,1,1,1,0,1,1,0,1
"Height.3566",81.7365890172225,0,1,1,0,1,1,1,1,0,1,1,1,0
"Height.3567",86.3283599711248,0,1,1,0,1,1,1,1,0,1,1,1,1
"Height.3568",77.129952690521,0,1,1,0,1,1,1,1,1,0,0,0,0
"Height.3569",81.9929297039789,0,1,1,0,1,1,1,1,1,0,0,0,1
"Height.3570",80.6276027072001,0,1,1,0,1,1,1,1,1,0,0,1,0
"Height.3571",84.0796044644698,0,1,1,0,1,1,1,1,1,0,0,1,1
"Height.3572",80.1991442544669,0,1,1,0,1,1,1,1,1,0,1,0,0
"Height.3573",82.4118069839579,0,1,1,0,1,1,1,1,1,0,1,0,1
"Height.3574",82.7578457856282,0,1,1,0,1,1,1,1,1,0,1,1,0
"Height.3575",86.3355512383425,0,1,1,0,1,1,1,1,1,0,1,1,1
"Height.3576",78.9083396342737,0,1,1,0,1,1,1,1,1,1,0,0,0
"Height.3577",81.8654727450123,0,1,1,0,1,1,1,1,1,1,0,0,1
"Height.3578",81.8518463442192,0,1,1,0,1,1,1,1,1,1,0,1,0
"Height.3579",84.9985842352121,0,1,1,0,1,1,1,1,1,1,0,1,1
"Height.3580",82.373903645812,0,1,1,0,1,1,1,1,1,1,1,0,0
"Height.3581",85.1164516147723,0,1,1,0,1,1,1,1,1,1,1,0,1
"Height.3582",84.5544204239282,0,1,1,0,1,1,1,1,1,1,1,1,0
"Height.3583",86.1072745083451,0,1,1,0,1,1,1,1,1,1,1,1,1
"Height.3584",68.6845096221971,0,1,1,1,0,0,0,0,0,0,0,0,0
"Height.3585",69.946686411844,0,1,1,1,0,0,0,0,0,0,0,0,1
"Height.3586",70.0032683998451,0,1,1,1,0,0,0,0,0,0,0,1,0
"Height.3587",73.2309816783852,0,1,1,1,0,0,0,0,0,0,0,1,1
"Height.3588",70.2692484774267,0,1,1,1,0,0,0,0,0,0,1,0,0
"Height.3589",73.5197025004161,0,1,1,1,0,0,0,0,0,0,1,0,1
"Height.3590",72.2819174910671,0,1,1,1,0,0,0,0,0,0,1,1,0
"Height.3591",75.8260095165924,0,1,1,1,0,0,0,0,0,0,1,1,1
"Height.3592",68.9858246314284,0,1,1,1,0,0,0,0,0,1,0,0,0
"Height.3593",71.8756895908336,0,1,1,1,0,0,0,0,0,1,0,0,1
"Height.3594",70.8798425014121,0,1,1,1,0,0,0,0,0,1,0,1,0
"Height.3595",74.5502282200511,0,1,1,1,0,0,0,0,0,1,0,1,1
"Height.3596",71.0319697827955,0,1,1,1,0,0,0,0,0,1,1,0,0
"Height.3597",75.5394686404305,0,1,1,1,0,0,0,0,0,1,1,0,1
"Height.3598",75.133045561722,0,1,1,1,0,0,0,0,0,1,1,1,0
"Height.3599",76.8463523324027,0,1,1,1,0,0,0,0,0,1,1,1,1
"Height.3600",68.8178115540721,0,1,1,1,0,0,0,0,1,0,0,0,0
"Height.3601",71.6807947820573,0,1,1,1,0,0,0,0,1,0,0,0,1
"Height.3602",71.3758428306646,0,1,1,1,0,0,0,0,1,0,0,1,0
"Height.3603",74.9918523760363,0,1,1,1,0,0,0,0,1,0,0,1,1
"Height.3604",72.6721859526678,0,1,1,1,0,0,0,0,1,0,1,0,0
"Height.3605",76.4235028442198,0,1,1,1,0,0,0,0,1,0,1,0,1
"Height.3606",74.4516788981705,0,1,1,1,0,0,0,0,1,0,1,1,0
"Height.3607",77.5174346404684,0,1,1,1,0,0,0,0,1,0,1,1,1
"Height.3608",72.0603935089187,0,1,1,1,0,0,0,0,1,1,0,0,0
"Height.3609",72.5657218301441,0,1,1,1,0,0,0,0,1,1,0,0,1
"Height.3610",72.0724261929116,0,1,1,1,0,0,0,0,1,1,0,1,0
"Height.3611",76.1576442960363,0,1,1,1,0,0,0,0,1,1,0,1,1
"Height.3612",72.0279690805051,0,1,1,1,0,0,0,0,1,1,1,0,0
"Height.3613",76.161646858678,0,1,1,1,0,0,0,0,1,1,1,0,1
"Height.3614",76.3646803569917,0,1,1,1,0,0,0,0,1,1,1,1,0
"Height.3615",77.9868333424941,0,1,1,1,0,0,0,0,1,1,1,1,1
"Height.3616",70.0984030102024,0,1,1,1,0,0,0,1,0,0,0,0,0
"Height.3617",74.2365992176538,0,1,1,1,0,0,0,1,0,0,0,0,1
"Height.3618",74.2424027807393,0,1,1,1,0,0,0,1,0,0,0,1,0
"Height.3619",76.1731007327275,0,1,1,1,0,0,0,1,0,0,0,1,1
"Height.3620",72.8362288720742,0,1,1,1,0,0,0,1,0,0,1,0,0
"Height.3621",77.2110116726306,0,1,1,1,0,0,0,1,0,0,1,0,1
"Height.3622",75.5048991969468,0,1,1,1,0,0,0,1,0,0,1,1,0
"Height.3623",78.2003849658769,0,1,1,1,0,0,0,1,0,0,1,1,1
"Height.3624",71.2126755387566,0,1,1,1,0,0,0,1,0,1,0,0,0
"Height.3625",75.4387425386453,0,1,1,1,0,0,0,1,0,1,0,0,1
"Height.3626",73.2833988652967,0,1,1,1,0,0,0,1,0,1,0,1,0
"Height.3627",76.668627893753,0,1,1,1,0,0,0,1,0,1,0,1,1
"Height.3628",72.6227406306809,0,1,1,1,0,0,0,1,0,1,1,0,0
"Height.3629",77.7351224022533,0,1,1,1,0,0,0,1,0,1,1,0,1
"Height.3630",74.6523885362483,0,1,1,1,0,0,0,1,0,1,1,1,0
"Height.3631",78.6969173973513,0,1,1,1,0,0,0,1,0,1,1,1,1
"Height.3632",72.1347072924237,0,1,1,1,0,0,0,1,1,0,0,0,0
"Height.3633",75.4386165825787,0,1,1,1,0,0,0,1,1,0,0,0,1
"Height.3634",73.6604650535529,0,1,1,1,0,0,0,1,1,0,0,1,0
"Height.3635",77.6193706594876,0,1,1,1,0,0,0,1,1,0,0,1,1
"Height.3636",75.1307492221062,0,1,1,1,0,0,0,1,1,0,1,0,0
"Height.3637",77.594413098525,0,1,1,1,0,0,0,1,1,0,1,0,1
"Height.3638",76.7919335750624,0,1,1,1,0,0,0,1,1,0,1,1,0
"Height.3639",80.2410661299062,0,1,1,1,0,0,0,1,1,0,1,1,1
"Height.3640",73.822178476655,0,1,1,1,0,0,0,1,1,1,0,0,0
"Height.3641",75.3560077106773,0,1,1,1,0,0,0,1,1,1,0,0,1
"Height.3642",74.3091758788291,0,1,1,1,0,0,0,1,1,1,0,1,0
"Height.3643",78.5982258372619,0,1,1,1,0,0,0,1,1,1,0,1,1
"Height.3644",76.2127561201516,0,1,1,1,0,0,0,1,1,1,1,0,0
"Height.3645",78.8368547211742,0,1,1,1,0,0,0,1,1,1,1,0,1
"Height.3646",77.7889751221599,0,1,1,1,0,0,0,1,1,1,1,1,0
"Height.3647",79.5883660628934,0,1,1,1,0,0,0,1,1,1,1,1,1
"Height.3648",71.8071026746198,0,1,1,1,0,0,1,0,0,0,0,0,0
"Height.3649",74.6392275388417,0,1,1,1,0,0,1,0,0,0,0,0,1
"Height.3650",73.799711837426,0,1,1,1,0,0,1,0,0,0,0,1,0
"Height.3651",77.9698673268648,0,1,1,1,0,0,1,0,0,0,0,1,1
"Height.3652",74.0983082539966,0,1,1,1,0,0,1,0,0,0,1,0,0
"Height.3653",76.2166356927202,0,1,1,1,0,0,1,0,0,0,1,0,1
"Height.3654",77.3749949197334,0,1,1,1,0,0,1,0,0,0,1,1,0
"Height.3655",79.9990206269174,0,1,1,1,0,0,1,0,0,0,1,1,1
"Height.3656",72.1192705101543,0,1,1,1,0,0,1,0,0,1,0,0,0
"Height.3657",75.5284662856935,0,1,1,1,0,0,1,0,0,1,0,0,1
"Height.3658",74.6471489181032,0,1,1,1,0,0,1,0,0,1,0,1,0
"Height.3659",77.907164871395,0,1,1,1,0,0,1,0,0,1,0,1,1
"Height.3660",75.5439160736513,0,1,1,1,0,0,1,0,0,1,1,0,0
"Height.3661",78.4289565414087,0,1,1,1,0,0,1,0,0,1,1,0,1
"Height.3662",76.844827679326,0,1,1,1,0,0,1,0,0,1,1,1,0
"Height.3663",80.8187980294427,0,1,1,1,0,0,1,0,0,1,1,1,1
"Height.3664",71.8155024303777,0,1,1,1,0,0,1,0,1,0,0,0,0
"Height.3665",75.9944482242992,0,1,1,1,0,0,1,0,1,0,0,0,1
"Height.3666",74.9392320907381,0,1,1,1,0,0,1,0,1,0,0,1,0
"Height.3667",78.4071711369697,0,1,1,1,0,0,1,0,1,0,0,1,1
"Height.3668",74.8005226844808,0,1,1,1,0,0,1,0,1,0,1,0,0
"Height.3669",78.5727998449815,0,1,1,1,0,0,1,0,1,0,1,0,1
"Height.3670",77.4989450935705,0,1,1,1,0,0,1,0,1,0,1,1,0
"Height.3671",81.1049852163655,0,1,1,1,0,0,1,0,1,0,1,1,1
"Height.3672",74.5917458086537,0,1,1,1,0,0,1,0,1,1,0,0,0
"Height.3673",76.8903291513924,0,1,1,1,0,0,1,0,1,1,0,0,1
"Height.3674",75.889232936216,0,1,1,1,0,0,1,0,1,1,0,1,0
"Height.3675",78.0910609613695,0,1,1,1,0,0,1,0,1,1,0,1,1
"Height.3676",75.1140631359821,0,1,1,1,0,0,1,0,1,1,1,0,0
"Height.3677",80.5148688049613,0,1,1,1,0,0,1,0,1,1,1,0,1
"Height.3678",78.6305271430619,0,1,1,1,0,0,1,0,1,1,1,1,0
"Height.3679",82.3897491492161,0,1,1,1,0,0,1,0,1,1,1,1,1
"Height.3680",72.8817938620154,0,1,1,1,0,0,1,1,0,0,0,0,0
"Height.3681",77.1384461669547,0,1,1,1,0,0,1,1,0,0,0,0,1
"Height.3682",76.504502169819,0,1,1,1,0,0,1,1,0,0,0,1,0
"Height.3683",79.2983902770191,0,1,1,1,0,0,1,1,0,0,0,1,1
"Height.3684",75.5439997969297,0,1,1,1,0,0,1,1,0,0,1,0,0
"Height.3685",80.1002152170116,0,1,1,1,0,0,1,1,0,0,1,0,1
"Height.3686",78.0157985911657,0,1,1,1,0,0,1,1,0,0,1,1,0
"Height.3687",81.1026741209598,0,1,1,1,0,0,1,1,0,0,1,1,1
"Height.3688",74.4557245662002,0,1,1,1,0,0,1,1,0,1,0,0,0
"Height.3689",77.1664699112379,0,1,1,1,0,0,1,1,0,1,0,0,1
"Height.3690",76.6531795271554,0,1,1,1,0,0,1,1,0,1,0,1,0
"Height.3691",79.3626527944831,0,1,1,1,0,0,1,1,0,1,0,1,1
"Height.3692",76.7142398699284,0,1,1,1,0,0,1,1,0,1,1,0,0
"Height.3693",80.7424762990801,0,1,1,1,0,0,1,1,0,1,1,0,1
"Height.3694",79.9635151711755,0,1,1,1,0,0,1,1,0,1,1,1,0
"Height.3695",83.0847904907845,0,1,1,1,0,0,1,1,0,1,1,1,1
"Height.3696",74.7604332624726,0,1,1,1,0,0,1,1,1,0,0,0,0
"Height.3697",77.9411694058481,0,1,1,1,0,0,1,1,1,0,0,0,1
"Height.3698",76.355464547148,0,1,1,1,0,0,1,1,1,0,0,1,0
"Height.3699",79.8041633334863,0,1,1,1,0,0,1,1,1,0,0,1,1
"Height.3700",77.2930180874066,0,1,1,1,0,0,1,1,1,0,1,0,0
"Height.3701",80.6922004905344,0,1,1,1,0,0,1,1,1,0,1,0,1
"Height.3702",79.4205290104329,0,1,1,1,0,0,1,1,1,0,1,1,0
"Height.3703",83.746384508729,0,1,1,1,0,0,1,1,1,0,1,1,1
"Height.3704",76.3937261810989,0,1,1,1,0,0,1,1,1,1,0,0,0
"Height.3705",78.0009970449585,0,1,1,1,0,0,1,1,1,1,0,0,1
"Height.3706",78.2496955103686,0,1,1,1,0,0,1,1,1,1,0,1,0
"Height.3707",80.9607125531593,0,1,1,1,0,0,1,1,1,1,0,1,1
"Height.3708",78.238073709601,0,1,1,1,0,0,1,1,1,1,1,0,0
"Height.3709",82.4190579379545,0,1,1,1,0,0,1,1,1,1,1,0,1
"Height.3710",80.1340234023288,0,1,1,1,0,0,1,1,1,1,1,1,0
"Height.3711",83.715148290748,0,1,1,1,0,0,1,1,1,1,1,1,1
"Height.3712",71.9963031628367,0,1,1,1,0,1,0,0,0,0,0,0,0
"Height.3713",74.4890471350492,0,1,1,1,0,1,0,0,0,0,0,0,1
"Height.3714",73.9646476264287,0,1,1,1,0,1,0,0,0,0,0,1,0
"Height.3715",76.1804808541286,0,1,1,1,0,1,0,0,0,0,0,1,1
"Height.3716",74.6263587293507,0,1,1,1,0,1,0,0,0,0,1,0,0
"Height.3717",76.8981732002687,0,1,1,1,0,1,0,0,0,0,1,0,1
"Height.3718",76.397115716175,0,1,1,1,0,1,0,0,0,0,1,1,0
"Height.3719",78.9165609734693,0,1,1,1,0,1,0,0,0,0,1,1,1
"Height.3720",73.9643566499477,0,1,1,1,0,1,0,0,0,1,0,0,0
"Height.3721",75.3383740143472,0,1,1,1,0,1,0,0,0,1,0,0,1
"Height.3722",72.6375522183919,0,1,1,1,0,1,0,0,0,1,0,1,0
"Height.3723",78.1587959558591,0,1,1,1,0,1,0,0,0,1,0,1,1
"Height.3724",74.0696917004709,0,1,1,1,0,1,0,0,0,1,1,0,0
"Height.3725",78.1338057167439,0,1,1,1,0,1,0,0,0,1,1,0,1
"Height.3726",76.4877736749346,0,1,1,1,0,1,0,0,0,1,1,1,0
"Height.3727",79.9493309741986,0,1,1,1,0,1,0,0,0,1,1,1,1
"Height.3728",72.9843142272814,0,1,1,1,0,1,0,0,1,0,0,0,0
"Height.3729",77.2429884043231,0,1,1,1,0,1,0,0,1,0,0,0,1
"Height.3730",75.5590452970194,0,1,1,1,0,1,0,0,1,0,0,1,0
"Height.3731",78.7343631993139,0,1,1,1,0,1,0,0,1,0,0,1,1
"Height.3732",75.3174297265034,0,1,1,1,0,1,0,0,1,0,1,0,0
"Height.3733",79.7789480322388,0,1,1,1,0,1,0,0,1,0,1,0,1
"Height.3734",77.141857651579,0,1,1,1,0,1,0,0,1,0,1,1,0
"Height.3735",81.3843998662276,0,1,1,1,0,1,0,0,1,0,1,1,1
"Height.3736",73.2586925222642,0,1,1,1,0,1,0,0,1,1,0,0,0
"Height.3737",77.4952924135838,0,1,1,1,0,1,0,0,1,1,0,0,1
"Height.3738",75.1266509724729,0,1,1,1,0,1,0,0,1,1,0,1,0
"Height.3739",78.2590003325315,0,1,1,1,0,1,0,0,1,1,0,1,1
"Height.3740",76.073951466303,0,1,1,1,0,1,0,0,1,1,1,0,0
"Height.3741",80.8285118682293,0,1,1,1,0,1,0,0,1,1,1,0,1
"Height.3742",78.1738036783972,0,1,1,1,0,1,0,0,1,1,1,1,0
"Height.3743",81.8560509029693,0,1,1,1,0,1,0,0,1,1,1,1,1
"Height.3744",74.5260944976421,0,1,1,1,0,1,0,1,0,0,0,0,0
"Height.3745",76.0806512735542,0,1,1,1,0,1,0,1,0,0,0,0,1
"Height.3746",75.7859218546575,0,1,1,1,0,1,0,1,0,0,0,1,0
"Height.3747",78.556688841419,0,1,1,1,0,1,0,1,0,0,0,1,1
"Height.3748",76.8410407186266,0,1,1,1,0,1,0,1,0,0,1,0,0
"Height.3749",80.2624274634088,0,1,1,1,0,1,0,1,0,0,1,0,1
"Height.3750",79.0259066132576,0,1,1,1,0,1,0,1,0,0,1,1,0
"Height.3751",82.8788169659753,0,1,1,1,0,1,0,1,0,0,1,1,1
"Height.3752",74.7759502465158,0,1,1,1,0,1,0,1,0,1,0,0,0
"Height.3753",77.1100251978178,0,1,1,1,0,1,0,1,0,1,0,0,1
"Height.3754",76.6515323039019,0,1,1,1,0,1,0,1,0,1,0,1,0
"Height.3755",80.8436538463015,0,1,1,1,0,1,0,1,0,1,0,1,1
"Height.3756",77.3174284378241,0,1,1,1,0,1,0,1,0,1,1,0,0
"Height.3757",80.6389688250875,0,1,1,1,0,1,0,1,0,1,1,0,1
"Height.3758",80.1136666926655,0,1,1,1,0,1,0,1,0,1,1,1,0
"Height.3759",82.7151165920394,0,1,1,1,0,1,0,1,0,1,1,1,1
"Height.3760",75.0566925758777,0,1,1,1,0,1,0,1,1,0,0,0,0
"Height.3761",79.3105684244467,0,1,1,1,0,1,0,1,1,0,0,0,1
"Height.3762",77.1332896214214,0,1,1,1,0,1,0,1,1,0,0,1,0
"Height.3763",80.1784912884564,0,1,1,1,0,1,0,1,1,0,0,1,1
"Height.3764",79.1597815600594,0,1,1,1,0,1,0,1,1,0,1,0,0
"Height.3765",81.5611425776908,0,1,1,1,0,1,0,1,1,0,1,0,1
"Height.3766",80.2206950535105,0,1,1,1,0,1,0,1,1,0,1,1,0
"Height.3767",84.6650864091321,0,1,1,1,0,1,0,1,1,0,1,1,1
"Height.3768",77.0821609180053,0,1,1,1,0,1,0,1,1,1,0,0,0
"Height.3769",78.918923740297,0,1,1,1,0,1,0,1,1,1,0,0,1
"Height.3770",79.9369352212223,0,1,1,1,0,1,0,1,1,1,0,1,0
"Height.3771",81.3873110220728,0,1,1,1,0,1,0,1,1,1,0,1,1
"Height.3772",78.52676550496,0,1,1,1,0,1,0,1,1,1,1,0,0
"Height.3773",82.4206701903005,0,1,1,1,0,1,0,1,1,1,1,0,1
"Height.3774",81.043492381088,0,1,1,1,0,1,0,1,1,1,1,1,0
"Height.3775",84.2915665144792,0,1,1,1,0,1,0,1,1,1,1,1,1
"Height.3776",74.9822722663625,0,1,1,1,0,1,1,0,0,0,0,0,0
